date,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2022-06-16,51.59,50.7225233524,7519387.0,0.0,1.0
2022-06-17,51.43,50.5652137239,6459571.0,0.0,1.0
2022-06-21,51.71,51.4198965995,5186472.0,0.5893,1.0
2022-06-22,51.14,50.853094413,6154823.0,0.0,1.0
2022-06-23,51.07,50.783487127,5992665.0,0.0,1.0
2022-06-24,52.46,52.1656889501,9895992.0,0.0,1.0
2022-06-27,52.4,52.106025562,7693210.0,0.0,1.0
2022-06-28,52.13,51.8375403158,4153555.0,0.0,1.0
2022-06-29,51.8,51.5093916815,4307173.0,0.0,1.0
2022-06-30,51.61,51.3204576194,5244293.0,0.0,1.0
2022-07-01,51.59,51.3005698234,5644366.0,0.0,1.0
2022-07-05,50.64,50.3558995126,5149982.0,0.0,1.0
2022-07-06,50.55,50.2664044305,4508429.0,0.0,1.0
2022-07-07,51.43,51.1414674552,3457697.0,0.0,1.0
2022-07-08,51.47,51.1812430473,3940189.0,0.0,1.0
2022-07-11,50.47,50.1868532465,4264500.0,0.0,1.0
2022-07-12,50.4,50.1172459604,4540290.0,0.0,1.0
2022-07-13,50.34,50.0575825724,4612101.0,0.0,1.0
2022-07-14,49.66,49.3813975078,6584547.0,0.0,1.0
2022-07-15,50.28,49.9979191843,3937680.0,0.0,1.0
2022-07-18,50.6,50.3161239206,3950131.0,0.0,1.0
2022-07-19,51.8,51.5093916815,3203870.0,0.0,1.0
2022-07-20,51.52,51.2309625373,4945772.0,0.0,1.0
2022-07-21,52.1,51.8077086218,4364038.0,0.0,1.0
2022-07-22,51.84,51.5491672736,3291583.0,0.0,1.0
2022-07-25,52.19,51.8972037039,4134601.0,0.0,1.0
2022-07-26,51.58,51.2906259254,4603108.0,0.0,1.0
2022-07-27,52.68,52.3844547062,5222862.0,0.0,1.0
2022-07-28,53.0,52.7026594425,3599996.0,0.0,1.0
2022-07-29,53.49,53.1899104449,5015555.0,0.0,1.0
2022-08-01,53.34,53.0407519748,4464844.0,0.0,1.0
2022-08-02,52.68,52.3844547062,4379566.0,0.0,1.0
2022-08-03,53.02,52.7225472385,3800942.0,0.0,1.0
2022-08-04,53.3,53.0009763827,3120428.0,0.0,1.0
2022-08-05,53.04,52.7424350345,2739358.0,0.0,1.0
2022-08-08,53.2,52.9015374027,4357244.0,0.0,1.0
2022-08-09,52.92,52.6231082584,3559724.0,0.0,1.0
2022-08-10,54.02,53.7169370393,3485179.0,0.0,1.0
2022-08-11,54.1,53.7964882234,3279001.0,0.0,1.0
2022-08-12,54.525,54.2191038887,4126341.0,0.0,1.0
2022-08-15,54.22,53.9158149995,3083507.0,0.0,1.0
2022-08-16,54.25,53.9456466935,3950108.0,0.0,1.0
2022-08-17,53.87,53.5677785692,4261021.0,0.0,1.0
2022-08-18,53.66,53.358956711,4561561.0,0.0,1.0
2022-08-19,52.94,52.6429960545,4503351.0,0.0,1.0
2022-08-22,52.18,51.8872598058,4510875.0,0.0,1.0
2022-08-23,52.32,52.026474378,3896934.0,0.0,1.0
2022-08-24,52.42,52.125913358,2838215.0,0.0,1.0
2022-08-25,53.11,52.8120423206,3991452.0,0.0,1.0
2022-08-26,51.9,51.6088306616,4330596.0,0.0,1.0
2022-08-29,51.75,51.4596721915,4194922.0,0.0,1.0
2022-08-30,51.29,51.0022528831,5631226.0,0.0,1.0
2022-08-31,51.09,50.803374923,6272585.0,0.0,1.0
2022-09-01,50.53,50.2465166345,6685111.0,0.0,1.0
2022-09-02,50.22,49.9382557963,5403918.0,0.0,1.0
2022-09-06,49.9,49.62005106,6211386.0,0.0,1.0
2022-09-07,50.33,50.0476386744,8976033.0,0.0,1.0
2022-09-08,50.35,50.0675264704,5414787.0,0.0,1.0
2022-09-09,51.44,51.1514113533,4552145.0,0.0,1.0
2022-09-12,52.12,51.8275964178,5641783.0,0.0,1.0
2022-09-13,50.37,50.0874142664,7001216.0,0.0,1.0
2022-09-14,50.62,50.3360117166,3494991.0,0.0,1.0
2022-09-15,50.12,49.8388168162,3473523.0,0.0,1.0
2022-09-16,49.74,49.4609486919,5591279.0,0.0,1.0
2022-09-19,49.7,49.7,4662199.0,0.2804,1.0
2022-09-20,49.0,49.0,5379223.0,0.0,1.0
2022-09-21,48.3,48.3,6743135.0,0.0,1.0
2022-09-22,48.15,48.15,9845875.0,0.0,1.0
2022-09-23,46.69,46.69,9985277.0,0.0,1.0
2022-09-26,45.97,45.97,10998362.0,0.0,1.0
2022-09-27,45.75,45.75,8675984.0,0.0,1.0
2022-09-28,46.63,46.63,9020816.0,0.0,1.0
2022-09-29,45.91,45.91,10262875.0,0.0,1.0
2022-09-30,45.77,45.77,12438786.0,0.0,1.0
2022-10-03,46.74,46.74,6893511.0,0.0,1.0
2022-10-04,48.4,48.4,5834911.0,0.0,1.0
2022-10-05,47.97,47.97,5350100.0,0.0,1.0
2022-10-06,47.31,47.31,5766676.0,0.0,1.0
2022-10-07,46.49,46.49,6630232.0,0.0,1.0
2022-10-10,46.13,46.13,5955581.0,0.0,1.0
2022-10-11,45.52,45.52,5975766.0,0.0,1.0
2022-10-12,45.45,45.45,7827538.0,0.0,1.0
2022-10-13,46.18,46.18,9492712.0,0.0,1.0
2022-10-14,45.45,45.45,5783677.0,0.0,1.0
2022-10-17,46.62,46.62,5545957.0,0.0,1.0
2022-10-18,46.86,46.86,6599317.0,0.0,1.0
2022-10-19,46.19,46.19,5362681.0,0.0,1.0
2022-10-20,46.24,46.24,5130609.0,0.0,1.0
2022-10-21,47.04,47.04,7106437.0,0.0,1.0
2022-10-24,46.52,46.52,10250086.0,0.0,1.0
2022-10-25,47.32,47.32,5486122.0,0.0,1.0
2022-10-26,47.87,47.87,5959898.0,0.0,1.0
