date,close
2018-09-28,9.94
2018-10-31,9.13
2018-11-30,9.25
2018-12-31,8.77
2019-01-31,9.42
2019-02-28,9.58
2019-03-29,9.65
2019-04-30,9.91
2019-05-31,9.39
2019-06-28,9.94
2019-07-31,9.76
2019-08-30,9.54
2019-09-30,9.81
2019-10-31,10.14
2019-11-29,10.25
2019-12-31,10.42
2020-01-31,10.08
2020-02-28,9.4
2020-03-31,7.95
2020-04-30,8.55
2020-05-29,8.95
2020-06-30,9.33
2020-07-31,9.67
2020-08-31,10.1
2020-09-30,9.9
2020-10-30,9.67
2020-11-30,10.96
2020-12-31,11.38
2021-01-29,11.38
2021-02-26,11.61
2021-03-31,11.79
2021-04-30,12.12
2021-05-28,12.48
2021-06-30,12.43
2021-07-30,12.26
2021-08-31,12.49
2021-09-30,12.07
2021-10-29,12.4
2021-11-30,11.86
2021-12-31,11.99
2022-01-31,11.66
2022-02-22,11.45
