date,close
2023-04-03,10.21
2023-04-04,10.19
2023-04-05,10.15
2023-04-06,10.18
2023-04-10,10.19
2023-04-11,10.26
2023-04-12,10.18
2023-04-13,10.3
2023-04-14,10.27
2023-04-17,10.33
2023-04-18,10.3
2023-04-19,10.2
2023-04-20,10.18
