date,close
2023-02-01,70.53
2023-02-02,71.65
2023-02-03,70.88
2023-02-06,70.38
2023-02-07,71.26
2023-02-08,70.46
2023-02-09,69.78
2023-02-10,69.9
2023-02-13,70.71
2023-02-14,70.76
2023-02-15,71.1
2023-02-16,70.15
2023-02-17,69.95
2023-02-21,68.46
2023-02-22,68.42
