date,close
2009-07-31,10.28
2009-08-31,10.34
2009-09-30,10.41
2009-10-30,10.42
2009-11-30,10.52
2009-12-31,10.31
2010-01-29,10.43
2010-02-26,10.44
2010-03-31,10.38
2010-04-30,10.45
2010-05-28,10.51
2010-06-30,10.65
2010-07-30,10.73
2010-08-31,10.83
2010-09-30,10.8
2010-10-29,10.8
2010-11-30,10.71
2010-12-31,10.56
2011-01-31,10.54
2011-02-28,10.53
2011-03-31,10.5
2011-04-29,10.6
2011-05-31,10.71
2011-06-30,10.64
2011-07-29,10.78
2011-08-31,10.91
2011-09-30,10.95
2011-10-31,10.94
2011-11-30,10.89
2011-12-30,10.98
2012-01-31,11.04
2012-02-29,11.01
2012-03-30,10.92
2012-04-30,11.0
2012-05-31,11.07
2012-06-29,11.04
2012-07-31,11.17
2012-08-31,11.14
2012-09-28,11.13
2012-10-31,11.12
2012-11-30,11.1
2012-12-31,11.03
2013-01-31,10.92
2013-02-28,10.95
2013-03-28,10.92
2013-04-30,11.0
2013-05-31,10.78
2013-06-28,10.58
2013-07-31,10.57
2013-08-30,10.49
2013-09-30,10.56
2013-10-31,10.62
2013-11-29,10.56
2013-12-31,10.33
2014-01-31,10.46
2014-02-28,10.49
2014-03-31,10.45
2014-04-30,10.51
2014-05-30,10.61
2014-06-30,10.59
2014-07-31,10.54
2014-08-29,10.63
2014-09-30,10.53
2014-10-31,10.61
2014-11-28,10.66
2014-12-31,10.56
2015-01-30,10.76
2015-02-27,10.64
2015-03-31,10.67
2015-04-30,10.61
2015-05-29,10.56
2015-06-30,10.42
2015-07-31,10.47
2015-08-31,10.43
2015-09-30,10.48
2015-10-30,10.46
2015-11-30,10.41
2015-12-31,10.3
2016-01-29,10.42
2016-02-29,10.47
2016-03-31,10.54
2016-04-29,10.56
2016-05-31,10.54
2016-06-30,10.7
2016-07-29,10.75
2016-08-31,10.71
2016-09-30,10.69
2016-10-31,10.58
2016-11-30,10.29
2016-12-30,10.24
2017-01-31,10.24
2017-02-28,10.29
2017-03-31,10.26
2017-04-28,10.31
2017-05-31,10.36
2017-06-30,10.34
2017-07-31,10.36
2017-08-31,10.43
2017-09-29,10.35
2017-10-31,10.34
2017-11-30,10.3
2017-12-29,10.32
2018-01-31,10.18
2018-02-28,10.06
2018-03-29,10.09
2018-04-30,9.99
2018-05-31,10.03
2018-06-29,10.0
2018-07-31,9.99
2018-08-31,10.02
2018-09-28,9.94
2018-10-31,9.83
2018-11-30,9.87
2018-12-31,10.02
2019-01-31,10.1
2019-02-28,10.06
2019-03-29,10.24
2019-04-30,10.21
2019-05-31,10.37
2019-06-28,10.47
2019-07-31,10.48
2019-08-30,10.73
2019-09-30,10.64
2019-10-31,10.6
2019-11-29,10.61
2019-12-31,10.57
2020-01-31,10.76
2020-02-28,10.92
2020-03-31,10.87
2020-04-30,11.01
2020-05-29,11.04
2020-06-30,11.09
2020-07-31,11.23
2020-08-31,11.11
2020-09-30,11.08
2020-10-30,11.03
2020-11-30,11.11
2020-12-31,11.06
2021-01-29,10.96
2021-02-26,10.78
2021-03-31,10.63
2021-04-30,10.7
2021-05-28,10.7
2021-06-30,10.77
2021-07-30,10.87
2021-08-31,10.83
2021-09-30,10.72
2021-10-29,10.7
2021-11-30,10.71
2021-12-31,10.56
2022-01-31,10.32
2022-02-25,10.11
