date,close
1999-12-31,9.49
2000-01-31,9.39
2000-02-29,9.46
2000-03-31,9.53
2000-04-28,9.43
2000-05-31,9.35
2000-06-30,9.5
2000-07-31,9.53
2000-08-31,9.62
2000-09-29,9.63
2000-10-31,9.63
2000-11-30,9.74
2000-12-29,9.87
2001-01-31,9.96
2001-02-28,9.99
2001-03-30,9.99
2001-04-30,9.89
2001-05-31,9.89
2001-06-29,9.88
2001-07-31,10.05
2001-08-31,10.1
2001-09-28,10.18
2001-10-31,10.35
2001-11-30,10.16
2001-12-31,10.05
2002-01-31,10.07
2002-02-28,10.12
2002-03-28,9.89
2002-04-30,10.03
2002-05-31,10.07
2002-06-28,10.12
2002-07-31,10.22
2002-08-30,10.35
2002-09-30,10.47
2002-10-31,10.39
2002-11-29,10.32
2002-12-31,10.49
2003-01-31,10.45
2003-02-28,10.56
2003-03-31,10.51
2003-04-30,10.56
2003-05-30,10.71
2003-06-30,10.65
2003-07-31,10.24
2003-08-29,10.26
2003-09-30,10.5
2003-10-31,10.36
2003-11-28,10.34
2003-12-31,10.36
2004-01-30,10.41
2004-02-27,10.47
2004-03-31,10.51
2004-04-30,10.2
2004-05-28,10.12
2004-06-30,10.14
2004-07-30,10.2
2004-08-31,10.36
2004-09-30,10.35
2004-10-29,10.39
2004-11-30,10.27
2004-12-31,10.31
2005-01-31,10.33
2005-02-28,10.23
2005-03-31,10.14
2005-04-29,10.24
2005-05-31,10.31
2005-06-30,10.32
2005-07-29,10.19
2005-08-31,10.28
2005-09-30,10.13
2005-10-31,10.02
2005-11-30,10.02
2005-12-30,10.07
2006-01-31,10.03
2006-02-28,10.03
2006-03-31,9.89
2006-04-28,9.83
2006-05-31,9.78
2006-06-30,9.76
2006-07-31,9.85
2006-08-31,9.95
2006-09-29,10.0
2006-10-31,10.03
2006-11-30,10.1
2006-12-29,9.99
2007-01-31,9.95
2007-02-28,10.06
2007-03-30,10.02
2007-04-30,10.03
2007-05-31,9.91
2007-06-29,9.84
2007-07-31,9.88
2007-08-31,9.96
2007-09-28,10.0
2007-10-31,10.04
2007-11-30,10.19
2007-12-31,10.17
2008-01-31,10.31
2008-02-29,10.3
2008-03-31,10.29
2008-04-30,10.2
2008-05-30,10.07
2008-06-30,10.03
2008-07-31,9.98
2008-08-29,10.03
2008-09-30,9.87
2008-10-31,9.62
2008-11-28,9.94
2008-12-31,10.25
2009-01-30,10.12
2009-02-27,10.04
2009-03-31,10.14
2009-04-30,10.13
2009-05-29,10.15
2009-06-30,10.16
