date,close
2003-10-31,101.74
2003-11-28,101.72
2003-12-31,102.15
2004-01-30,102.6
2004-02-27,103.49
2004-03-31,103.95
2004-04-30,100.78
2004-05-28,100.13
2004-06-30,100.54
2004-07-30,101.15
2004-08-31,102.46
2004-09-30,102.67
2004-10-29,103.24
2004-11-30,102.2
2004-12-31,102.4
2005-01-31,102.9
2005-02-28,102.21
2005-03-31,100.93
2005-04-29,102.32
2005-05-31,102.83
2005-06-30,103.38
2005-07-29,101.98
2005-08-31,102.85
2005-09-30,101.55
2005-10-31,100.21
2005-11-30,100.22
2005-12-30,100.59
2006-01-31,100.53
2006-02-28,100.32
2006-03-31,99.08
2006-04-28,98.55
2006-05-31,97.98
2006-06-30,97.44
2006-07-31,98.4
2006-08-31,99.55
2006-09-29,100.16
2006-10-31,100.43
2006-11-30,101.07
2006-12-29,99.7
2007-01-31,99.63
2007-02-28,100.85
2007-03-30,100.26
2007-04-30,100.46
2007-05-31,99.16
2007-06-29,98.36
2007-07-31,98.99
2007-08-31,99.82
2007-09-28,100.02
2007-10-31,100.61
2007-11-30,101.99
2007-12-31,101.17
2008-01-31,103.51
2008-02-29,102.93
2008-03-31,102.68
2008-04-30,102.6
2008-05-30,100.98
2008-06-30,100.4
2008-07-31,100.41
2008-08-29,100.75
2008-09-30,98.59
2008-10-31,95.96
2008-11-28,98.45
2008-12-31,104.2
2009-01-30,102.13
2009-02-27,100.69
2009-03-31,101.47
2009-04-30,101.64
2009-05-29,102.03
2009-06-30,102.15
2009-07-31,103.1
2009-08-31,104.02
2009-09-30,104.92
2009-10-30,104.81
2009-11-30,105.83
2009-12-31,103.19
2010-01-29,104.65
2010-02-26,104.53
2010-03-31,104.2
2010-04-30,104.89
2010-05-28,105.71
2010-06-30,107.25
2010-07-30,107.85
2010-08-31,108.94
2010-09-30,108.65
2010-10-29,108.55
2010-11-30,107.37
2010-12-31,105.75
2011-01-31,105.66
2011-02-28,105.65
2011-03-31,105.13
2011-04-29,106.46
2011-05-31,107.46
2011-06-30,106.67
2011-07-29,108.16
2011-08-31,109.5
2011-09-30,110.11
2011-10-31,110.03
2011-11-30,109.38
2011-12-30,110.25
2012-01-31,111.05
2012-02-29,110.76
2012-03-30,109.85
2012-04-30,110.6
2012-05-31,111.56
2012-06-29,111.3
2012-07-31,112.59
2012-08-31,112.37
2012-09-28,112.448
2012-10-31,112.19
2012-11-30,112.25
2012-12-31,111.08
2013-01-31,110.39
2013-02-28,110.83
2013-03-28,110.73
2013-04-30,111.54
2013-05-31,109.11
2013-06-28,107.21
2013-07-31,107.3
2013-08-30,106.21
2013-09-30,107.2
2013-10-31,107.899
2013-11-29,107.44
2013-12-31,106.43
2014-01-31,108.07
2014-02-28,108.27
2014-03-31,107.91
2014-04-30,108.39
2014-05-30,109.46
2014-06-30,109.4
2014-07-31,108.93
2014-08-29,109.98
2014-09-30,109.11
2014-10-31,109.888
2014-11-28,110.61
2014-12-31,110.12
2015-01-30,112.38
2015-02-27,111.2
2015-03-31,111.43
2015-04-30,110.86
2015-05-29,110.17
2015-06-30,108.78
2015-07-31,109.5
2015-08-31,108.92
2015-09-30,109.58
2015-10-30,109.45
2015-11-30,108.81
2015-12-31,108.01
2016-01-29,109.35
2016-02-29,110.09
2016-03-31,110.825
2016-04-29,110.89
2016-05-31,110.7
2016-06-30,112.615
2016-07-29,113.02
2016-08-31,112.57
2016-09-30,112.42
2016-10-31,111.3
2016-11-30,108.24
2016-12-30,108.06
2017-01-31,108.29
2017-02-28,108.77
2017-03-31,108.49
2017-04-28,109.25
2017-05-31,109.76
2017-06-30,109.51
2017-07-31,109.65
2017-08-31,110.45
2017-09-29,109.59
2017-10-31,109.47
2017-11-30,109.08
2017-12-29,109.33
2018-01-31,108.1
2018-02-28,106.77
2018-03-29,107.25
2018-04-30,106.0
2018-05-31,106.46
2018-06-29,106.32
2018-07-31,106.06
2018-08-31,106.41
2018-09-28,105.52
2018-10-31,104.59
2018-11-30,104.88
2018-12-31,106.49
2019-01-31,107.46
2019-02-28,107.07
2019-03-29,109.07
2019-04-30,108.59
2019-05-31,110.4
2019-06-28,111.35
2019-07-31,111.3
2019-08-30,114.13
2019-09-30,113.17
2019-10-31,113.15
2019-11-29,112.86
2019-12-31,112.37
2020-01-31,114.65
2020-02-28,116.22
2020-03-31,115.37
2020-04-30,117.1
2020-05-29,117.65
2020-06-30,118.21
2020-07-31,119.56
2020-08-31,118.37
2020-09-30,118.06
2020-10-30,117.2
2020-11-30,118.42
2020-12-31,118.19
2021-01-29,117.31
2021-02-26,115.34
2021-03-31,113.83
2021-04-30,114.49
2021-05-28,114.55
2021-06-30,115.33
2021-07-30,116.46
2021-08-31,116.06
2021-09-30,114.83
2021-10-29,114.64
2021-11-30,114.77
2021-12-31,114.08
2022-01-31,111.8
2022-02-24,109.46
