date,close,adjusted close,dividend
2011-08-31,51.16,39.8536,0.0316
2011-09-30,51.38,40.0824,0.0736
2011-10-31,51.38,40.1289,0.0596
2011-11-30,51.2,40.0405,0.0673
2011-12-30,51.7,40.5563,0.1582
2012-01-31,52.13,40.8936,0.0
2012-02-29,52.01,40.8584,0.075
2012-03-30,51.49,40.508,0.0744
2012-04-30,52.01,40.9874,0.0884
2012-05-31,52.38,41.3586,0.1
2012-06-29,52.36,41.4189,0.0965
2012-07-31,52.95,41.959,0.0916
2012-08-31,52.78,41.8932,0.0871
2012-09-28,52.81,41.9933,0.0959
2012-10-31,52.72,41.9974,0.0953
2012-11-30,52.84,42.1662,0.0915
2012-12-31,52.338,41.9018,0.1711
2013-01-31,52.1,41.7113,0.0
2013-02-28,52.23,41.8839,0.0851
2013-03-28,52.229,41.9498,0.0831
2013-04-30,52.67,42.3717,0.0835
2013-05-31,51.626,41.589,0.0725
2013-06-28,50.542,40.7774,0.0779
2013-07-31,50.81,41.0574,0.0787
2013-08-30,50.405,40.7976,0.0836
2013-09-30,50.83,41.2137,0.088
2013-10-31,51.14,41.5377,0.0888
2013-11-29,50.85,41.3749,0.0897
2013-12-31,50.29,41.0655,0.18
2014-01-31,51.16,41.7759,0.0
2014-02-28,51.29,41.9562,0.0906
2014-03-31,51.045,41.8268,0.0871
2014-04-30,51.33,42.1329,0.0879
2014-05-30,51.97,42.726,0.0818
2014-06-30,51.9,42.7394,0.0861
2014-07-31,51.573,42.5434,0.0893
2014-08-29,52.13,43.0772,0.0893
2014-09-30,51.767,42.8513,0.0898
2014-10-31,52.0531,43.16,0.0863
2014-11-28,52.36,43.487,0.0869
2014-12-31,52.36,43.6424,0.1864
2015-01-30,53.26,44.3926,0.0
2015-02-27,52.825,44.1098,0.0964
2015-03-31,52.91,44.2557,0.0892
2015-04-30,52.69,44.1433,0.0861
2015-05-29,52.39,43.9653,0.0875
2015-06-30,51.73,43.4852,0.0887
2015-07-31,52.07,43.8477,0.0901
2015-08-31,51.81,43.7099,0.0968
2015-09-30,52.14,44.0586,0.0828
2015-10-30,52.08,44.0839,0.0899
2015-11-30,51.78,43.9096,0.0942
2015-12-31,51.5,43.8273,0.1831
2016-01-29,52.16,44.3889,0.0
2016-02-29,52.4601,44.7245,0.0933
2016-03-31,52.82,45.1136,0.0953
2016-04-29,52.949,45.3043,0.0938
2016-05-31,52.81,45.2681,0.0966
2016-06-30,53.72,46.1255,0.0885
2016-07-29,53.92,46.3766,0.0921
2016-08-31,53.73,46.2954,0.0956
2016-09-30,53.67,46.33,0.1001
2016-10-31,53.07,45.9016,0.1046
2016-11-30,51.74,44.8305,0.0938
2016-12-30,51.5,44.7972,0.2011
2017-01-31,51.67,44.9451,0.0
2017-02-28,51.9,45.2385,0.1063
2017-03-31,51.79,45.2319,0.1021
2017-04-28,52.09,45.5895,0.1088
2017-05-31,52.36,45.9112,0.0968
2017-06-30,52.25,45.9056,0.1036
2017-07-31,52.37,46.1083,0.1101
2017-08-31,52.73,46.5115,0.0973
2017-09-29,52.36,46.278,0.1055
2017-10-31,52.26,46.2861,0.1092
2017-11-30,52.1,46.2358,0.1033
2017-12-29,52.04,46.366,0.2066
2018-01-31,51.44,45.8314,0.0
2018-02-28,50.82,45.3831,0.1176
2018-03-29,51.02,45.66,0.1097
2018-04-30,50.54,45.3345,0.1172
2018-05-31,50.7,45.5791,0.112
2018-06-29,50.64,45.6288,0.1152
2018-07-31,50.48,45.5945,0.122
2018-08-31,50.71,45.9047,0.1126
2018-09-28,50.25,45.6068,0.1316
2018-10-31,49.78,45.2776,0.108
2018-11-30,49.91,45.5074,0.122
2018-12-31,50.59,46.246,0.1282
2019-01-31,51.16,46.7671,0.0
2019-02-28,50.98,46.7206,0.129
2019-03-29,51.88,47.6607,0.123
2019-04-30,51.72,47.6308,0.127
2019-05-31,52.4,48.3735,0.1245
2019-06-28,53.0,49.0531,0.135
2019-07-31,52.99,49.1515,0.116
2019-08-30,54.28,50.4667,0.1254
2019-09-30,53.85,50.1887,0.1318
2019-10-31,53.85,50.2958,0.1149
2019-11-29,53.68,50.2522,0.1233
2019-12-31,53.43,50.244,0.2409
2020-01-31,54.5,51.2502,0.0
2020-02-28,55.19,52.0262,0.1331
2020-03-31,54.27,51.266,0.1154
2020-04-30,55.78,52.8093,0.1206
2020-05-29,55.99,53.1206,0.1179
2020-06-30,56.24,53.4649,0.1121
2020-07-31,56.9,54.2003,0.112
2020-08-31,56.29,53.7315,0.1189
2020-09-30,56.08,53.6288,0.1027
2020-10-30,55.63,53.301,0.1081
2020-11-30,56.23,53.9839,0.1116
2020-12-31,56.03,53.9916,0.2074
2021-01-29,55.65,53.6254,0.0
2021-02-26,54.69,52.8011,0.1063
2021-03-31,53.95,52.182,0.0998
2021-04-30,54.27,52.5893,0.1006
2021-05-28,54.25,52.6703,0.1035
2021-06-30,54.6,53.1001,0.0919
2021-07-30,55.09,53.6718,0.0968
2021-08-31,54.92,53.6015,0.0983
2021-09-30,54.26,53.0458,0.0915
2021-10-29,54.2,53.0779,0.0931
2021-11-30,54.22,53.1897,0.0939
2021-12-31,53.9,53.0614,0.1898
2022-01-31,52.72,51.8998,0.0
2022-02-28,52.08,51.3667,0.0996
2022-03-31,50.57,49.9652,0.0921
2022-04-29,48.47,47.9796,0.0938
2022-05-31,48.74,48.345,0.0979
2022-06-30,47.87,47.574,0.0938
2022-07-29,49.05,48.8554,0.1074
2022-08-31,47.43,47.3291,0.0907
2022-09-01,47.11,47.11,0.1004
