date,close
2022-06-01,99.79
2022-06-02,101.82
2022-06-03,100.21
2022-06-06,100.54
2022-06-07,101.58
2022-06-08,100.47
2022-06-09,98.04
2022-06-10,95.15
2022-06-13,91.25
2022-06-14,90.94
2022-06-15,92.32
2022-06-16,89.1
2022-06-17,89.48
2022-06-21,91.57
2022-06-22,91.1
2022-06-23,92.1
2022-06-24,94.97
2022-06-27,94.71
