date,close
2011-08-31,51.16
2011-09-30,51.38
2011-10-31,51.38
2011-11-30,51.2
2011-12-30,51.7
2012-01-31,52.13
2012-02-29,52.01
2012-03-30,51.49
2012-04-30,52.01
2012-05-31,52.38
2012-06-29,52.36
2012-07-31,52.95
2012-08-31,52.78
2012-09-28,52.81
2012-10-31,52.72
2012-11-30,52.84
2012-12-31,52.338
2013-01-31,52.1
2013-02-28,52.23
2013-03-28,52.229
2013-04-30,52.67
2013-05-31,51.626
2013-06-28,50.542
2013-07-31,50.81
2013-08-30,50.405
2013-09-30,50.83
2013-10-31,51.14
2013-11-29,50.85
2013-12-31,50.29
2014-01-31,51.16
2014-02-28,51.29
2014-03-31,51.045
2014-04-30,51.33
2014-05-30,51.97
2014-06-30,51.9
2014-07-31,51.573
2014-08-29,52.13
2014-09-30,51.767
2014-10-31,52.0531
2014-11-28,52.36
2014-12-31,52.36
2015-01-30,53.26
2015-02-27,52.825
2015-03-31,52.91
2015-04-30,52.69
2015-05-29,52.39
2015-06-30,51.73
2015-07-31,52.07
2015-08-31,51.81
2015-09-30,52.14
2015-10-30,52.08
2015-11-30,51.78
2015-12-31,51.5
2016-01-29,52.16
2016-02-29,52.4601
2016-03-31,52.82
2016-04-29,52.949
2016-05-31,52.81
2016-06-30,53.72
2016-07-29,53.92
2016-08-31,53.73
2016-09-30,53.67
2016-10-31,53.07
2016-11-30,51.74
2016-12-30,51.5
2017-01-31,51.67
2017-02-28,51.9
2017-03-31,51.79
2017-04-28,52.09
2017-05-31,52.36
2017-06-30,52.25
2017-07-31,52.37
2017-08-31,52.73
2017-09-29,52.36
2017-10-31,52.26
2017-11-30,52.1
2017-12-29,52.04
2018-01-31,51.44
2018-02-28,50.82
2018-03-29,51.02
2018-04-30,50.54
2018-05-31,50.7
2018-06-29,50.64
2018-07-31,50.48
2018-08-31,50.71
2018-09-28,50.25
2018-10-31,49.78
2018-11-30,49.91
2018-12-31,50.59
2019-01-31,51.16
2019-02-28,50.98
2019-03-29,51.88
2019-04-30,51.72
2019-05-31,52.4
2019-06-28,53.0
2019-07-31,52.99
2019-08-30,54.28
2019-09-30,53.85
2019-10-31,53.85
2019-11-29,53.68
2019-12-31,53.43
2020-01-31,54.5
2020-02-28,55.19
2020-03-31,54.27
2020-04-30,55.78
2020-05-29,55.99
2020-06-30,56.24
2020-07-31,56.9
2020-08-31,56.29
2020-09-30,56.08
2020-10-30,55.63
2020-11-30,56.23
2020-12-31,56.03
2021-01-29,55.65
2021-02-26,54.69
2021-03-31,53.95
2021-04-30,54.27
2021-05-28,54.25
2021-06-30,54.6
2021-07-30,55.09
2021-08-31,54.92
2021-09-30,54.26
2021-10-29,54.2
2021-11-30,54.22
2021-12-31,53.9
2022-01-31,52.72
2022-02-28,52.08
