date,close
2013-09-30,11.04
2013-10-31,11.09
2013-11-29,11.04
2013-12-31,10.87
2014-01-31,11.02
2014-02-28,11.05
2014-03-31,11.01
2014-04-30,11.07
2014-05-30,11.17
2014-06-30,11.15
2014-07-31,11.1
2014-08-29,11.2
2014-09-30,11.1
2014-10-31,11.18
2014-11-28,11.24
2014-12-31,11.19
2015-01-30,11.4
2015-02-27,11.27
2015-03-31,11.29
2015-04-30,11.24
2015-05-29,11.17
2015-06-30,11.02
2015-07-31,11.08
2015-08-31,11.02
2015-09-30,11.06
2015-10-30,11.04
2015-11-30,10.99
2015-12-31,10.9
2016-01-29,11.02
2016-02-29,11.06
2016-03-31,11.14
2016-04-29,11.17
2016-05-31,11.15
2016-06-30,11.34
2016-07-29,11.4
2016-08-31,11.35
2016-09-30,11.33
2016-10-31,11.21
2016-11-30,10.9
2016-12-30,10.89
2017-01-31,10.9
2017-02-28,10.95
2017-03-31,10.92
2017-04-28,10.98
2017-05-31,11.04
2017-06-30,11.02
2017-07-31,11.04
2017-08-31,11.11
2017-09-29,11.03
2017-10-31,11.01
2017-11-30,10.98
2017-12-29,11.0
2018-01-31,10.85
2018-02-28,10.72
2018-03-29,10.76
2018-04-30,10.66
2018-05-31,10.7
2018-06-29,10.68
2018-07-31,10.65
2018-08-31,10.68
2018-09-28,10.59
2018-10-31,10.49
2018-11-30,10.52
2018-12-31,10.68
2019-01-31,10.76
2019-02-28,10.73
2019-03-29,10.92
2019-04-30,10.88
2019-05-31,11.06
2019-06-28,11.16
2019-07-31,11.16
2019-08-30,11.44
2019-09-30,11.34
2019-10-31,11.34
2019-11-29,11.31
2019-12-31,11.24
2020-01-31,11.46
2020-02-28,11.64
2020-03-31,11.42
2020-04-30,11.64
2020-05-29,11.69
2020-06-30,11.8
2020-07-31,11.97
2020-08-31,11.87
2020-09-30,11.85
2020-10-30,11.77
2020-11-30,11.88
2020-12-31,11.73
2021-01-29,11.65
2021-02-26,11.48
2021-03-31,11.31
2021-04-30,11.39
2021-05-28,11.39
2021-06-30,11.46
2021-07-30,11.57
2021-08-31,11.54
2021-09-30,11.43
2021-10-29,11.4
2021-11-30,11.42
2021-12-31,11.35
2022-01-31,11.11
2022-02-11,10.96
