date,close
2000-12-29,10.15
2001-01-31,10.25
2001-02-28,10.29
2001-03-30,10.27
2001-04-30,10.17
2001-05-31,10.18
2001-06-29,10.16
2001-07-31,10.33
2001-08-31,10.39
2001-09-28,10.47
2001-10-31,10.63
2001-11-30,10.45
2001-12-31,10.34
2002-01-31,10.37
2002-02-28,10.43
2002-03-28,10.2
2002-04-30,10.35
2002-05-31,10.39
2002-06-28,10.42
2002-07-31,10.51
2002-08-30,10.65
2002-09-30,10.77
2002-10-31,10.69
2002-11-29,10.64
2002-12-31,10.78
2003-01-31,10.75
2003-02-28,10.86
2003-03-31,10.82
2003-04-30,10.87
2003-05-30,11.03
2003-06-30,10.98
2003-07-31,10.57
2003-08-29,10.6
2003-09-30,10.85
2003-10-31,10.71
2003-11-28,10.71
2003-12-31,10.77
2004-01-30,10.81
2004-02-27,10.88
2004-03-31,10.92
2004-04-30,10.6
2004-05-28,10.52
2004-06-30,10.54
2004-07-30,10.61
2004-08-31,10.78
2004-09-30,10.76
2004-10-29,10.81
2004-11-30,10.68
2004-12-31,10.74
2005-01-31,10.77
2005-02-28,10.67
2005-03-31,10.57
2005-04-29,10.67
2005-05-31,10.74
2005-06-30,10.76
2005-07-29,10.62
2005-08-31,10.72
2005-09-30,10.56
2005-10-31,10.44
2005-11-30,10.45
2005-12-30,10.51
2006-01-31,10.46
2006-02-28,10.46
2006-03-31,10.31
2006-04-28,10.25
2006-05-31,10.19
2006-06-30,10.16
2006-07-31,10.26
2006-08-31,10.37
2006-09-29,10.42
2006-10-31,10.44
2006-11-30,10.52
2006-12-29,10.41
2007-01-31,10.36
2007-02-28,10.48
2007-03-30,10.43
2007-04-30,10.45
2007-05-31,10.32
2007-06-29,10.24
2007-07-31,10.29
2007-08-31,10.37
2007-09-28,10.41
2007-10-31,10.46
2007-11-30,10.61
2007-12-31,10.59
2008-01-31,10.75
2008-02-29,10.72
2008-03-31,10.72
2008-04-30,10.65
2008-05-30,10.52
2008-06-30,10.48
2008-07-31,10.45
2008-08-29,10.48
2008-09-30,10.31
2008-10-31,10.03
2008-11-28,10.32
2008-12-31,10.65
2009-01-30,10.53
2009-02-27,10.45
2009-03-31,10.59
2009-04-30,10.61
2009-05-29,10.65
2009-06-30,10.68
2009-07-31,10.82
2009-08-31,10.88
2009-09-30,10.96
2009-10-30,10.98
2009-11-30,11.08
2009-12-31,10.87
2010-01-29,11.01
2010-02-26,10.99
2010-03-31,10.95
2010-04-30,11.03
2010-05-28,11.08
2010-06-30,11.22
2010-07-30,11.3
2010-08-31,11.41
2010-09-30,11.37
2010-10-29,11.38
2010-11-30,11.28
2010-12-31,11.13
2011-01-31,11.1
2011-02-28,11.1
2011-03-31,11.06
2011-04-29,11.18
2011-05-31,11.28
2011-06-30,11.21
2011-07-29,11.35
2011-08-31,11.47
2011-09-30,11.53
2011-10-31,11.53
2011-11-30,11.46
2011-12-30,11.53
2012-01-31,11.61
2012-02-29,11.58
2012-03-30,11.5
2012-04-30,11.59
2012-05-31,11.67
2012-06-29,11.64
2012-07-31,11.77
2012-08-31,11.76
2012-09-28,11.77
2012-10-31,11.76
2012-11-30,11.74
2012-12-31,11.52
2013-01-31,11.42
2013-02-28,11.46
2013-03-28,11.44
2013-04-30,11.52
2013-05-31,11.3
2013-06-28,11.08
2013-07-31,11.06
2013-08-30,10.96
