date,close
2022-04-01,10.6
2022-04-04,10.6
2022-04-05,10.51
2022-04-06,10.48
2022-04-07,10.46
2022-04-08,10.41
2022-04-11,10.36
2022-04-12,10.39
2022-04-13,10.4
2022-04-14,10.32
2022-04-18,10.3
2022-04-19,10.24
2022-04-20,10.29
2022-04-21,10.24
2022-04-22,10.22
