date,close
2022-08-01,14.45
2022-08-02,14.36
2022-08-03,14.59
2022-08-04,14.58
2022-08-05,14.58
2022-08-08,14.58
2022-08-09,14.49
2022-08-10,14.83
2022-08-11,14.82
2022-08-12,15.09
2022-08-15,15.14
2022-08-16,15.17
2022-08-17,15.04
2022-08-18,15.08
2022-08-19,14.86
