date,close,adjusted close,dividend
2016-07-29,10.05,8.6226,0.0
2016-08-31,10.13,8.6912,0.0
2016-09-30,10.29,8.8285,0.0
2016-10-31,10.09,8.6569,0.0
2016-11-30,9.85,8.451,0.0
2016-12-30,10.0,8.6201,0.0469
2017-01-31,10.39,8.9563,0.0
2017-02-28,10.53,9.077,0.0
2017-03-31,10.82,9.327,0.0
2017-04-28,11.07,9.5425,0.0
2017-05-31,11.41,9.8356,0.0
2017-06-30,11.46,9.8787,0.0
2017-07-31,11.88,10.2407,0.0
2017-08-31,11.95,10.301,0.0
2017-09-29,12.16,10.4821,0.0
2017-10-31,12.39,10.6803,0.0
2017-11-30,12.48,10.7579,0.0
2017-12-29,12.53,10.8515,0.057
2018-01-31,13.22,11.4491,0.0
2018-02-28,12.54,10.8602,0.0
2018-03-29,12.48,10.8082,0.0
2018-04-30,12.58,10.8948,0.0
2018-05-31,12.34,10.687,0.0
2018-06-29,12.11,10.4878,0.0
2018-07-31,12.38,10.7216,0.0
2018-08-31,12.11,10.4878,0.0
2018-09-28,12.15,10.5224,0.0
2018-10-31,11.14,9.6477,0.0
2018-11-30,11.26,9.7516,0.0
2018-12-31,10.5,9.2906,0.232
2019-01-31,11.29,9.9896,0.0
2019-02-28,11.49,10.1666,0.0
2019-03-29,11.57,10.2374,0.0
2019-04-30,11.89,10.5205,0.0
2019-05-31,11.24,9.9454,0.0
2019-06-28,11.9,10.5294,0.0
2019-07-31,11.68,10.3347,0.0
2019-08-30,11.4,10.087,0.0
2019-09-30,11.7,10.3524,0.0
2019-10-31,12.09,10.6975,0.0
2019-11-29,12.23,10.8214,0.0
2019-12-31,12.42,11.2862,0.324
2020-01-31,12.01,10.9136,0.0
2020-02-28,11.19,10.1685,0.0
2020-03-31,9.42,8.5601,0.0
2020-04-30,10.16,9.2325,0.0
2020-05-29,10.61,9.6414,0.0
2020-06-30,11.06,10.0503,0.0
2020-07-31,11.53,10.4774,0.0
2020-08-31,12.05,10.95,0.0
2020-09-30,11.81,10.7319,0.0
2020-10-30,11.54,10.4865,0.0
2020-11-30,13.04,11.8496,0.0
2020-12-31,13.57,12.5361,0.22
2021-01-29,13.59,12.5546,0.0
2021-02-26,13.88,12.8225,0.0
2021-03-31,14.1,13.0257,0.0
2021-04-30,14.52,13.4137,0.0
2021-05-28,14.96,13.8202,0.0
2021-06-30,14.88,13.7463,0.0
2021-07-30,14.69,13.5708,0.0
2021-08-31,14.95,13.811,0.0
2021-09-30,14.43,13.3306,0.0
2021-10-29,14.81,13.6816,0.0
2021-11-30,14.18,13.0996,0.0
2021-12-31,14.34,13.5979,0.366
2022-01-31,13.92,13.1997,0.0
2022-02-28,13.48,12.7824,0.0
2022-03-31,13.45,12.754,0.0
2022-04-29,12.58,11.929,0.0
2022-05-31,12.77,12.1092,0.0
2022-06-30,11.68,11.0756,0.0
2022-07-29,12.12,11.4928,0.0
2022-08-31,11.63,11.0282,0.0
2022-09-30,10.46,9.9187,0.0
2022-10-31,10.82,10.2601,0.0
2022-11-30,12.28,11.6445,0.0
2022-12-30,11.71,11.3847,0.294
2023-01-31,12.7,12.3472,0.0
2023-02-28,12.18,11.8417,0.0
2023-03-31,12.5,12.1528,0.0
2023-04-28,12.72,12.3667,0.0
2023-05-31,12.28,11.9389,0.0
2023-06-30,12.81,12.4542,0.0
2023-07-31,13.3,12.9306,0.0
2023-08-31,12.73,12.3764,0.0
2023-09-29,12.3,11.9583,0.0
2023-10-31,11.84,11.5111,0.0
2023-11-30,12.85,12.4931,0.0
2023-12-29,13.15,13.15,0.366
2024-01-31,12.92,12.92,0.0
2024-02-29,13.3,13.3,0.0
2024-03-28,13.71,13.71,0.0
2024-04-30,13.41,13.41,0.0
2024-05-31,13.95,13.95,0.0
2024-06-28,13.85,13.85,0.0
2024-07-31,14.22,14.22,0.0
2024-08-30,14.58,14.58,0.0
2024-09-30,14.94,14.94,0.0
2024-10-31,14.21,14.21,0.0
2024-11-29,14.16,14.16,0.0
2024-12-16,13.77,13.77,0.0
