date,close
2023-04-03,113.98
2023-04-04,113.18
2023-04-05,112.75
2023-04-06,113.14
2023-04-10,113.39
2023-04-11,113.5
2023-04-12,112.98
2023-04-13,114.47
2023-04-14,113.94
2023-04-17,114.42
2023-04-18,114.49
2023-04-19,114.5
2023-04-20,113.81
2023-04-21,113.91
