date,close
2011-10-31,36.5
2011-11-30,36.4
2011-12-30,36.12
2012-01-31,37.95
2012-02-29,39.55
2012-03-30,40.78
2012-04-30,40.39
2012-05-31,37.88
2012-06-29,39.38
2012-07-31,39.78
2012-08-31,40.77
2012-09-28,41.82
2012-10-31,41.08
2012-11-30,41.39
2012-12-31,41.22
2013-01-31,43.49
2013-02-28,44.05
2013-03-28,45.78
2013-04-30,46.41
2013-05-31,47.54
2013-06-28,46.93
2013-07-31,49.47
2013-08-30,48.05
2013-09-30,49.81
2013-10-31,51.93
2013-11-29,53.43
2013-12-31,54.11
2014-01-31,52.41
2014-02-28,54.9
2014-03-31,55.19
2014-04-30,55.08
2014-05-30,56.28
2014-06-30,57.7
2014-07-31,56.55
2014-08-29,58.92
2014-09-30,57.66
2014-10-31,59.26
2014-11-28,60.7
2014-12-31,59.86
2015-01-30,58.19
2015-02-27,61.58
2015-03-31,60.95
2015-04-30,61.06
2015-05-29,61.91
2015-06-30,60.86
2015-07-31,61.87
2015-08-31,58.15
2015-09-30,56.44
2015-10-30,60.88
2015-11-30,61.22
2015-12-31,58.66
2016-01-29,55.33
2016-02-29,55.31
2016-03-31,59.2
2016-04-29,59.27
2016-05-31,60.34
2016-06-30,60.45
2016-07-29,62.87
2016-08-31,63.03
2016-09-30,63.15
2016-10-31,61.76
2016-11-30,64.52
2016-12-30,64.51
2017-01-31,65.76
2017-02-28,68.19
2017-03-31,68.24
2017-04-28,68.65
2017-05-31,69.35
2017-06-30,69.99
2017-07-31,71.32
2017-08-31,71.45
2017-09-29,73.19
2017-10-31,74.78
2017-11-30,77.05
2017-12-29,76.35
2018-01-31,80.4
2018-02-28,77.42
2018-03-29,75.89
2018-04-30,75.89
2018-05-31,78.03
2018-06-29,78.55
2018-07-31,81.18
2018-08-31,84.0
2018-09-28,84.13
2018-10-31,77.89
2018-11-30,79.45
2018-12-31,70.59
2019-01-31,76.67
2019-02-28,79.36
2019-03-29,80.5
2019-04-30,83.33
2019-05-31,77.95
2019-06-28,83.41
2019-07-31,84.64
2019-08-30,82.94
2019-09-30,84.37
2019-10-31,86.16
2019-11-29,89.43
2019-12-31,90.59
2020-01-31,90.47
2020-02-28,83.06
2020-03-31,71.59
2020-04-30,80.84
2020-05-29,85.18
2020-06-30,87.14
2020-07-31,92.07
2020-08-31,98.68
2020-09-30,95.05
2020-10-30,93.03
2020-11-30,104.41
2020-12-31,107.72
2021-01-29,107.36
2021-02-26,110.8
2021-03-31,114.66
2021-04-30,120.41
2021-05-28,120.95
2021-06-30,124.01
2021-07-30,126.14
2021-08-31,129.75
2021-09-30,123.86
2021-10-29,132.19
2021-11-30,130.24
2021-12-31,133.78
2022-01-31,125.74
2022-02-10,125.9
