date,close,5. volume
2022-02-01,107.09,625542.0
2022-02-02,107.73,641848.0
2022-02-03,105.16,599888.0
2022-02-04,105.87,600189.0
2022-02-07,105.59,531871.0
2022-02-08,106.57,563381.0
2022-02-09,108.26,694446.0
2022-02-10,106.45,704438.0
2022-02-11,104.37,886937.0
2022-02-14,103.99,1034465.0
2022-02-15,105.83,765720.0
2022-02-16,105.93,593309.0
2022-02-17,103.53,663077.0
2022-02-18,102.73,1397690.0
2022-02-22,101.59,2057358.0
2022-02-23,99.7,2840683.0
2022-02-24,101.44,2777053.0
2022-02-25,103.69,1517346.0
2022-02-28,103.56,1261503.0
