date,close,5. volume
2022-02-01,33.49,0.0
2022-02-02,33.67,0.0
2022-02-03,33.2,0.0
2022-02-04,33.3,0.0
2022-02-07,33.32,0.0
2022-02-08,33.5,0.0
2022-02-09,34.01,0.0
2022-02-10,33.65,0.0
2022-02-11,33.27,0.0
2022-02-14,33.04,0.0
2022-02-15,33.59,0.0
2022-02-16,33.73,0.0
2022-02-17,33.31,0.0
2022-02-18,33.08,0.0
2022-02-22,32.69,0.0
2022-02-23,32.42,0.0
2022-02-24,31.92,0.0
